stream_id,step,fraction,processed,true_f0,estimate
28,18,0.95,190000,180360,183091
28,19,1,200000,189763,191858
29,0,0.05,10000,9704,9744.12
29,1,0.1,20000,19324,19853.5
29,2,0.15,30000,28908,30377
29,3,0.2,40000,38526,40083.3
29,4,0.25,50000,48081,48454
29,5,0.3,60000,57634,56551
29,6,0.35,70000,67163,68014.6
29,7,0.4,80000,76681,78143.5
29,8,0.45,90000,86194,89197.3
29,9,0.5,100000,95665,101001
29,10,0.55,110000,105155,108756
29,11,0.6,120000,114598,117210
29,12,0.65,130000,124028,124282
29,13,0.7,140000,133487,133369
29,14,0.75,150000,142938,142490
29,15,0.8,160000,152344,153775
29,16,0.85,170000,161738,161689
29,17,0.9,180000,171147,172087
29,18,0.95,190000,180564,183052
29,19,1,200000,189919,193366
